timestamp,title,excerpt
18 October 2023,Survey on sexual assault in surgery may not be representative,Claims last month that one in three women working in surgery have been sexually assaulted by a colleague come from a voluntary survey that was shared by email and on social media. Read more…
13 October 2023,The Gates Foundation was not kicked out of India over HPV vaccine project,There is no evidence thousands of girls were injured by an HPV vaccine project or that  this led to the Gates Foundation being kicked out of India. Read more…
12 October 2023,Are 40% more Welsh patients ‘escaping’ to England for treatment?,The health secretary’s claim about a rise in patients from Wales getting treatment in England appears to be based on unpublished data. Read more…
11 October 2023,Cholesterol in food is linked to cholesterol in the body,"Claims on social media that cholesterol in food doesn’t affect blood cholesterol levels are misleading, as are claims that carbohydrates—not fat—increase these. Read more…"
6 October 2023,Are doctors getting an above-inflation pay rise?,The BMA accused the chancellor of being ‘misleading’ over claims doctors had received an above inflation pay rise. Read more…
5 October 2023,Rapid tests for both Covid and flu don’t prove infections are the same thing,Tests with two different wells for samples that can detect three different infections do not prove the infections are the same. Read more…
4 October 2023,Covid vaccine project using fragments of HIV was cancelled in 2020,"A recently shared clip of a documentary about Covid-19 vaccines describes Australian research into a vaccine using fragments of HIV. This vaccine was never rolled out, and didn’t cause HIV infections. Read more…"
4 October 2023,Rishi Sunak has not written off £14.9 billion in PPE fraud,Claims that Prime Minister Rishi Sunak wrote off £14.9 billion in PPE fraud are not correct. The figure may relate to stock impairments at the DHSC. The level of PPE fraud seems much lower. Read more…
25 September 2023,No evidence cayenne pepper will heal a stomach ulcer,"Viral videos show banned naturopath Barbara O’Neill claim that cayenne pepper will heal a stomach ulcer. Like other chillies, it can cause irritation and worsen symptoms for those with the condition. Read more…"
25 September 2023,People cannot live on honey alone,A post spread widely on social media claims that eating honey alone can sustain human life. This would actually lead to serious life-threatening nutrient deficiencies. Read more…
22 September 2023,Nutritionist makes errors in listing causes of acid reflux,A social media video listing the “only four main causes of acid reflux” doesn’t actually list the chief causes. Some listed aren’t causes at all. Read more…
22 September 2023,The government does not pay private health companies twice as much as GPs,"Claims government spending on private healthcare companies is double GP services aren’t quite right, as non-NHS healthcare spend figures also include money for charities and local councils. Read more…"
21 September 2023,Staring at the sun is bad for your eyes,"A social media video features claims about sungazing, including that staring at the sun won’t harm the eyes or cause blindness. This is false. Read more…"
19 September 2023,UK tap water among safest in the world,"A social media post with over 100,000 shares claims tap water is “the most underrated cause of disease”—but tap water in the UK is strictly regulated to keep it safe. Read more…"
19 September 2023,"Bad breath, headaches and pimples not caused by worm urine",A video about parasites from the 1990s has resurfaced on social media. But the claims made about worm infection symptoms and blood results aren’t accurate. Read more…
18 September 2023,NHS in England not paying out £8 billion a year in maternity negligence compensation,A Times column claimed the NHS in England paid more than double its £3 billion maternity budget in maternity clinical negligence payments. But last year these payments totalled just £1.1 billion. Read more…
12 September 2023,Covid-19 vaccine doesn’t raise risk of catching and dying from the disease,An uncertain statistical finding in a single study is heavily outweighed by a large body of evidence showing that the Covid vaccines reduce your chance of severe Covid. Read more…
8 September 2023,How many people died while on waiting lists?,"Apparently contradictory research from Labour and the Times suggests that either 121,000 or 340,000 people died while waiting for treatment in England last year. Read more…"
7 September 2023,Most people under 55 don’t have undiagnosed high blood pressure,A poll by Blood Pressure UK suggests that most 30-50s don’t know their blood pressure—but other evidence suggests that it won’t be high in most cases. Read more…
